sample,Test_size,alpha,actual_prop,pred_prop,abs_error,accuracy,quantifier
6,20,0.0,0.0,0.14,0.14,0.85,PACC
6,20,0.0,0.0,0.02,0.02,1.0,HDy
6,20,0.0,0.0,0.01,0.01,1.0,DyS
6,20,0.0,0.0,0.14,0.14,0.85,SMM
7,20,0.0,0.0,0.15,0.15,0.85,CC
7,20,0.0,0.0,0.04,0.04,1.0,ACC
7,20,0.0,0.0,0.27,0.27,0.75,PCC
7,20,0.0,0.0,0.18,0.18,0.8,PACC
7,20,0.0,0.0,0.02,0.02,1.0,X
7,20,0.0,0.0,0.07,0.07,0.9,MAX
7,20,0.0,0.0,0.02,0.02,1.0,MS
7,20,0.0,0.0,0.02,0.02,1.0,HDy
7,20,0.0,0.0,0.01,0.01,1.0,DyS
7,20,0.0,0.0,0.18,0.18,0.8,SMM
8,20,0.0,0.0,0.1,0.1,0.9,CC
8,20,0.0,0.0,0.24,0.24,0.8,PCC
8,20,0.0,0.0,0.14,0.14,0.9,PACC
8,20,0.0,0.0,0.01,0.01,0.95,MAX
8,20,0.0,0.0,0.02,0.02,0.95,HDy
8,20,0.0,0.0,0.01,0.01,0.95,DyS
8,20,0.0,0.0,0.14,0.14,0.9,SMM
9,20,0.0,0.0,0.3,0.3,0.7,CC
9,20,0.0,0.0,0.22,0.22,0.8,ACC
9,20,0.0,0.0,0.29,0.29,0.75,PCC
9,20,0.0,0.0,0.2,0.2,0.8,PACC
9,20,0.0,0.0,0.08,0.08,0.9,X
9,20,0.0,0.0,0.07,0.07,0.9,MAX
9,20,0.0,0.0,0.1,0.1,0.9,T50
9,20,0.0,0.0,0.07,0.07,0.9,MS
9,20,0.0,0.0,0.08,0.08,0.9,HDy
9,20,0.0,0.0,0.08,0.08,0.9,DyS
9,20,0.0,0.0,0.09,0.09,0.9,SORD
9,20,0.0,0.0,0.2,0.2,0.8,SMM
10,20,0.0,0.0,0.1,0.1,0.9,CC
10,20,0.0,0.0,0.21,0.21,0.8,PCC
10,20,0.0,0.0,0.11,0.11,0.85,PACC
10,20,0.0,0.0,0.01,0.01,0.95,MAX
10,20,0.0,0.0,0.02,0.02,0.95,HDy
10,20,0.0,0.0,0.01,0.01,0.95,DyS
10,20,0.0,0.0,0.11,0.11,0.9,SMM
1,20,0.05,0.05,0.1,0.05,0.95,CC
1,20,0.05,0.05,0.31,0.26,0.7,PCC
1,20,0.05,0.05,0.23,0.18,0.85,PACC
1,20,0.05,0.05,0.02,0.03,0.95,X
1,20,0.05,0.05,0.01,0.04,0.95,MAX
1,20,0.05,0.05,0.1,0.05,0.95,T50
1,20,0.05,0.05,0.04,0.01,1.0,MS
1,20,0.05,0.05,0.05,0.0,1.0,HDy
1,20,0.05,0.05,0.04,0.01,0.95,DyS
1,20,0.05,0.05,0.02,0.03,0.95,SORD
1,20,0.05,0.05,0.23,0.18,0.85,SMM
2,20,0.05,0.05,0.15,0.1,0.9,CC
2,20,0.05,0.05,0.04,0.01,0.95,ACC
2,20,0.05,0.05,0.22,0.17,0.85,PCC
2,20,0.05,0.05,0.13,0.08,0.9,PACC
2,20,0.05,0.05,0.08,0.03,0.95,X
2,20,0.05,0.05,0.07,0.02,0.95,MAX
2,20,0.05,0.05,0.1,0.05,0.95,T50
2,20,0.05,0.05,0.03,0.02,0.95,MS
2,20,0.05,0.05,0.06,0.01,1.0,HDy
2,20,0.05,0.05,0.05,0.0,1.0,DyS
2,20,0.05,0.05,0.04,0.01,0.95,SORD
2,20,0.05,0.05,0.12,0.07,0.9,SMM
3,20,0.05,0.05,0.25,0.2,0.8,CC
3,20,0.05,0.05,0.16,0.11,0.9,ACC
3,20,0.05,0.05,0.25,0.2,0.8,PCC
3,20,0.05,0.05,0.15,0.1,0.9,PACC
3,20,0.05,0.05,0.08,0.03,0.95,X
3,20,0.05,0.05,0.07,0.02,0.95,MAX
3,20,0.05,0.05,0.03,0.02,1.0,HDy
3,20,0.05,0.05,0.02,0.03,1.0,DyS
3,20,0.05,0.05,0.15,0.1,0.9,SMM
4,20,0.05,0.05,0.2,0.15,0.85,CC
4,20,0.05,0.05,0.1,0.05,0.95,ACC
4,20,0.05,0.05,0.21,0.16,0.85,PCC
4,20,0.05,0.05,0.11,0.06,0.95,PACC
4,20,0.05,0.05,0.08,0.03,0.95,X
4,20,0.05,0.05,0.13,0.08,0.9,MAX
4,20,0.05,0.05,0.03,0.02,1.0,HDy
4,20,0.05,0.05,0.01,0.04,1.0,DyS
4,20,0.05,0.05,0.1,0.05,0.95,SMM
5,20,0.05,0.05,0.2,0.15,0.85,CC
5,20,0.05,0.05,0.1,0.05,0.95,ACC
5,20,0.05,0.05,0.23,0.18,0.8,PCC
5,20,0.05,0.05,0.14,0.09,0.9,PACC
5,20,0.05,0.05,0.08,0.03,1.0,X
5,20,0.05,0.05,0.07,0.02,1.0,MAX
5,20,0.05,0.05,0.04,0.01,0.95,HDy
5,20,0.05,0.05,0.04,0.01,1.0,DyS
5,20,0.05,0.05,0.03,0.02,0.95,SORD
5,20,0.05,0.05,0.14,0.09,0.9,SMM
6,20,0.05,0.05,0.3,0.25,0.75,CC
6,20,0.05,0.05,0.22,0.17,0.85,ACC
6,20,0.05,0.05,0.3,0.25,0.75,PCC
6,20,0.05,0.05,0.22,0.17,0.85,PACC
6,20,0.05,0.05,0.14,0.09,0.9,X
6,20,0.05,0.05,0.13,0.08,0.95,MAX
6,20,0.05,0.05,0.1,0.05,0.95,T50
6,20,0.05,0.05,0.08,0.03,0.95,MS
6,20,0.05,0.05,0.07,0.02,0.95,HDy
6,20,0.05,0.05,0.06,0.01,1.0,DyS
6,20,0.05,0.05,0.1,0.05,0.95,SORD
6,20,0.05,0.05,0.22,0.17,0.85,SMM
7,20,0.05,0.05,0.2,0.15,0.85,CC
7,20,0.05,0.05,0.1,0.05,0.85,ACC
7,20,0.05,0.05,0.32,0.27,0.7,PCC
7,20,0.05,0.05,0.24,0.19,0.8,PACC
7,20,0.05,0.05,0.14,0.09,0.9,X
7,20,0.05,0.05,0.13,0.08,0.85,MAX
7,20,0.05,0.05,0.1,0.05,0.85,T50
7,20,0.05,0.05,0.14,0.09,0.85,MS
7,20,0.05,0.05,0.1,0.05,0.85,HDy
7,20,0.05,0.05,0.11,0.06,0.85,DyS
7,20,0.05,0.05,0.13,0.08,0.85,SORD
7,20,0.05,0.05,0.25,0.2,0.8,SMM
8,20,0.05,0.05,0.05,0.0,0.9,CC
8,20,0.05,0.05,0.23,0.18,0.7,PCC
8,20,0.05,0.05,0.14,0.09,0.85,PACC
8,20,0.05,0.05,0.03,0.02,0.9,HDy
8,20,0.05,0.05,0.02,0.03,0.9,DyS
8,20,0.05,0.05,0.14,0.09,0.85,SMM
9,20,0.05,0.05,0.15,0.1,0.9,CC
9,20,0.05,0.05,0.04,0.01,1.0,ACC
9,20,0.05,0.05,0.27,0.22,0.75,PCC
9,20,0.05,0.05,0.18,0.13,0.9,PACC
9,20,0.05,0.05,0.02,0.03,1.0,X
9,20,0.05,0.05,0.01,0.04,1.0,MAX
9,20,0.05,0.05,0.1,0.05,0.95,T50
9,20,0.05,0.05,0.02,0.03,1.0,MS
9,20,0.05,0.05,0.07,0.02,0.95,HDy
9,20,0.05,0.05,0.06,0.01,0.95,DyS
9,20,0.05,0.05,0.02,0.03,1.0,SORD
9,20,0.05,0.05,0.18,0.13,0.9,SMM
10,20,0.05,0.05,0.1,0.05,0.95,CC
10,20,0.05,0.05,0.24,0.19,0.8,PCC
10,20,0.05,0.05,0.15,0.1,0.9,PACC
10,20,0.05,0.05,0.02,0.03,1.0,X
10,20,0.05,0.05,0.01,0.04,1.0,MAX
10,20,0.05,0.05,0.1,0.05,0.95,T50
10,20,0.05,0.05,0.01,0.04,1.0,MS
10,20,0.05,0.05,0.05,0.0,1.0,HDy
10,20,0.05,0.05,0.08,0.03,1.0,DyS
10,20,0.05,0.05,0.01,0.04,1.0,SORD
10,20,0.05,0.05,0.15,0.1,0.9,SMM
1,20,0.1,0.1,0.25,0.15,0.85,CC
1,20,0.1,0.1,0.16,0.06,0.95,ACC
1,20,0.1,0.1,0.28,0.18,0.8,PCC
1,20,0.1,0.1,0.2,0.1,0.9,PACC
1,20,0.1,0.1,0.08,0.02,0.95,X
1,20,0.1,0.1,0.13,0.03,0.95,MAX
1,20,0.1,0.1,0.2,0.1,0.9,T50
1,20,0.1,0.1,0.08,0.02,0.95,MS
1,20,0.1,0.1,0.08,0.02,0.95,HDy
1,20,0.1,0.1,0.11,0.01,1.0,DyS
1,20,0.1,0.1,0.08,0.02,0.95,SORD
1,20,0.1,0.1,0.2,0.1,0.9,SMM
2,20,0.1,0.1,0.25,0.15,0.85,CC
2,20,0.1,0.1,0.16,0.06,0.95,ACC
2,20,0.1,0.1,0.36,0.26,0.7,PCC
2,20,0.1,0.1,0.29,0.19,0.8,PACC
2,20,0.1,0.1,0.2,0.1,0.9,X
2,20,0.1,0.1,0.19,0.09,0.9,MAX
2,20,0.1,0.1,0.2,0.1,0.9,T50
2,20,0.1,0.1,0.21,0.11,0.9,MS
2,20,0.1,0.1,0.21,0.11,0.9,HDy
2,20,0.1,0.1,0.21,0.11,0.9,DyS
2,20,0.1,0.1,0.2,0.1,0.9,SORD
2,20,0.1,0.1,0.3,0.2,0.8,SMM
3,20,0.1,0.1,0.25,0.15,0.85,CC
3,20,0.1,0.1,0.16,0.06,0.95,ACC
3,20,0.1,0.1,0.33,0.23,0.75,PCC
3,20,0.1,0.1,0.25,0.15,0.85,PACC
3,20,0.1,0.1,0.08,0.02,0.95,X
3,20,0.1,0.1,0.19,0.09,0.9,MAX
3,20,0.1,0.1,0.1,0.0,1.0,T50
3,20,0.1,0.1,0.11,0.01,0.95,MS
3,20,0.1,0.1,0.08,0.02,0.95,HDy
3,20,0.1,0.1,0.07,0.03,0.95,DyS
3,20,0.1,0.1,0.1,0.0,1.0,SORD
3,20,0.1,0.1,0.26,0.16,0.85,SMM
4,20,0.1,0.1,0.3,0.2,0.8,CC
4,20,0.1,0.1,0.22,0.12,0.9,ACC
4,20,0.1,0.1,0.35,0.25,0.75,PCC
4,20,0.1,0.1,0.28,0.18,0.8,PACC
4,20,0.1,0.1,0.26,0.16,0.8,X
4,20,0.1,0.1,0.25,0.15,0.85,MAX
4,20,0.1,0.1,0.2,0.1,0.9,T50
4,20,0.1,0.1,0.17,0.07,0.9,MS
4,20,0.1,0.1,0.16,0.06,0.9,HDy
4,20,0.1,0.1,0.19,0.09,0.9,DyS
4,20,0.1,0.1,0.17,0.07,0.9,SORD
4,20,0.1,0.1,0.28,0.18,0.8,SMM
5,20,0.1,0.1,0.2,0.1,0.9,CC
5,20,0.1,0.1,0.1,0.0,1.0,ACC
5,20,0.1,0.1,0.32,0.22,0.75,PCC
5,20,0.1,0.1,0.24,0.14,0.85,PACC
5,20,0.1,0.1,0.08,0.02,0.95,X
5,20,0.1,0.1,0.07,0.03,0.95,MAX
5,20,0.1,0.1,0.2,0.1,0.9,T50
5,20,0.1,0.1,0.12,0.02,1.0,MS
5,20,0.1,0.1,0.08,0.02,0.95,HDy
5,20,0.1,0.1,0.1,0.0,1.0,DyS
5,20,0.1,0.1,0.12,0.02,1.0,SORD
5,20,0.1,0.1,0.24,0.14,0.85,SMM
6,20,0.1,0.1,0.2,0.1,0.9,CC
6,20,0.1,0.1,0.1,0.0,1.0,ACC
6,20,0.1,0.1,0.32,0.22,0.8,PCC
6,20,0.1,0.1,0.24,0.14,0.85,PACC
6,20,0.1,0.1,0.14,0.04,0.95,X
6,20,0.1,0.1,0.13,0.03,0.95,MAX
6,20,0.1,0.1,0.1,0.0,1.0,T50
6,20,0.1,0.1,0.11,0.01,1.0,MS
6,20,0.1,0.1,0.08,0.02,1.0,HDy
6,20,0.1,0.1,0.07,0.03,1.0,DyS
6,20,0.1,0.1,0.11,0.01,1.0,SORD
6,20,0.1,0.1,0.24,0.14,0.85,SMM
7,20,0.1,0.1,0.2,0.1,0.8,CC
7,20,0.1,0.1,0.1,0.0,0.9,ACC
7,20,0.1,0.1,0.27,0.17,0.8,PCC
7,20,0.1,0.1,0.18,0.08,0.85,PACC
7,20,0.1,0.1,0.08,0.02,0.9,X
7,20,0.1,0.1,0.13,0.03,0.85,MAX
7,20,0.1,0.1,0.01,0.09,0.95,MS
7,20,0.1,0.1,0.03,0.07,0.95,HDy
7,20,0.1,0.1,0.02,0.08,0.95,DyS
7,20,0.1,0.1,0.02,0.08,0.95,SORD
7,20,0.1,0.1,0.18,0.08,0.85,SMM
8,20,0.1,0.1,0.2,0.1,0.9,CC
8,20,0.1,0.1,0.1,0.0,1.0,ACC
8,20,0.1,0.1,0.34,0.24,0.75,PCC
8,20,0.1,0.1,0.26,0.16,0.8,PACC
8,20,0.1,0.1,0.14,0.04,0.95,X
8,20,0.1,0.1,0.13,0.03,0.95,MAX
8,20,0.1,0.1,0.2,0.1,0.9,T50
8,20,0.1,0.1,0.15,0.05,0.95,MS
8,20,0.1,0.1,0.13,0.03,0.95,HDy
8,20,0.1,0.1,0.13,0.03,0.95,DyS
8,20,0.1,0.1,0.16,0.06,0.9,SORD
8,20,0.1,0.1,0.27,0.17,0.8,SMM
9,20,0.1,0.1,0.2,0.1,0.9,CC
9,20,0.1,0.1,0.1,0.0,1.0,ACC
9,20,0.1,0.1,0.27,0.17,0.8,PCC
9,20,0.1,0.1,0.18,0.08,0.95,PACC
9,20,0.1,0.1,0.08,0.02,0.95,X
9,20,0.1,0.1,0.07,0.03,0.95,MAX
9,20,0.1,0.1,0.1,0.0,1.0,T50
9,20,0.1,0.1,0.03,0.07,0.95,MS
9,20,0.1,0.1,0.04,0.06,0.95,HDy
9,20,0.1,0.1,0.03,0.07,0.95,DyS
9,20,0.1,0.1,0.03,0.07,0.95,SORD
9,20,0.1,0.1,0.18,0.08,0.95,SMM
10,20,0.1,0.1,0.2,0.1,0.9,CC
10,20,0.1,0.1,0.1,0.0,0.9,ACC
10,20,0.1,0.1,0.25,0.15,0.85,PCC
10,20,0.1,0.1,0.16,0.06,0.9,PACC
10,20,0.1,0.1,0.14,0.04,0.95,X
10,20,0.1,0.1,0.13,0.03,0.9,MAX
10,20,0.1,0.1,0.06,0.04,0.95,HDy
10,20,0.1,0.1,0.04,0.06,0.95,DyS
10,20,0.1,0.1,0.06,0.04,0.95,SORD
10,20,0.1,0.1,0.16,0.06,0.9,SMM
1,20,0.15,0.15,0.2,0.05,0.95,CC
1,20,0.15,0.15,0.1,0.05,0.95,ACC
1,20,0.15,0.15,0.27,0.12,0.85,PCC
1,20,0.15,0.15,0.18,0.03,0.95,PACC
1,20,0.15,0.15,0.14,0.01,1.0,X
1,20,0.15,0.15,0.13,0.02,0.95,MAX
1,20,0.15,0.15,0.29,0.14,0.85,T50
1,20,0.15,0.15,0.11,0.04,0.95,MS
1,20,0.15,0.15,0.13,0.02,0.95,HDy
1,20,0.15,0.15,0.16,0.01,1.0,DyS
1,20,0.15,0.15,0.14,0.01,1.0,SORD
1,20,0.15,0.15,0.19,0.04,0.95,SMM
2,20,0.15,0.15,0.4,0.25,0.75,CC
2,20,0.15,0.15,0.34,0.19,0.8,ACC
2,20,0.15,0.15,0.42,0.27,0.7,PCC
2,20,0.15,0.15,0.36,0.21,0.8,PACC
2,20,0.15,0.15,0.38,0.23,0.8,X
2,20,0.15,0.15,0.37,0.22,0.8,MAX
2,20,0.15,0.15,0.1,0.05,0.85,T50
2,20,0.15,0.15,0.3,0.15,0.75,MS
2,20,0.15,0.15,0.16,0.01,0.85,HDy
2,20,0.15,0.15,0.16,0.01,0.85,DyS
2,20,0.15,0.15,0.3,0.15,0.75,SORD
2,20,0.15,0.15,0.37,0.22,0.8,SMM
3,20,0.15,0.15,0.3,0.15,0.75,CC
3,20,0.15,0.15,0.22,0.07,0.85,ACC
3,20,0.15,0.15,0.4,0.25,0.75,PCC
3,20,0.15,0.15,0.34,0.19,0.7,PACC
3,20,0.15,0.15,0.26,0.11,0.75,X
3,20,0.15,0.15,0.25,0.1,0.8,MAX
3,20,0.15,0.15,0.2,0.05,0.85,T50
3,20,0.15,0.15,0.27,0.12,0.75,MS
3,20,0.15,0.15,0.22,0.07,0.85,HDy
3,20,0.15,0.15,0.23,0.08,0.85,DyS
3,20,0.15,0.15,0.26,0.11,0.75,SORD
3,20,0.15,0.15,0.35,0.2,0.7,SMM
4,20,0.15,0.15,0.25,0.1,0.8,CC
4,20,0.15,0.15,0.16,0.01,0.9,ACC
4,20,0.15,0.15,0.3,0.15,0.85,PCC
4,20,0.15,0.15,0.22,0.07,0.8,PACC
4,20,0.15,0.15,0.14,0.01,0.9,X
4,20,0.15,0.15,0.19,0.04,0.85,MAX
4,20,0.15,0.15,0.11,0.04,0.85,MS
4,20,0.15,0.15,0.03,0.12,0.8,HDy
4,20,0.15,0.15,0.02,0.13,0.8,DyS
4,20,0.15,0.15,0.1,0.05,0.85,SORD
4,20,0.15,0.15,0.22,0.07,0.8,SMM
5,20,0.15,0.15,0.3,0.15,0.85,CC
5,20,0.15,0.15,0.22,0.07,0.9,ACC
5,20,0.15,0.15,0.29,0.14,0.9,PCC
5,20,0.15,0.15,0.2,0.05,0.85,PACC
5,20,0.15,0.15,0.14,0.01,0.9,X
5,20,0.15,0.15,0.19,0.04,0.85,MAX
5,20,0.15,0.15,0.06,0.09,0.9,MS
5,20,0.15,0.15,0.06,0.09,0.9,HDy
5,20,0.15,0.15,0.04,0.11,0.9,DyS
5,20,0.15,0.15,0.07,0.08,0.9,SORD
5,20,0.15,0.15,0.21,0.06,0.85,SMM
6,20,0.15,0.15,0.3,0.15,0.85,CC
6,20,0.15,0.15,0.22,0.07,0.85,ACC
6,20,0.15,0.15,0.35,0.2,0.8,PCC
6,20,0.15,0.15,0.27,0.12,0.9,PACC
6,20,0.15,0.15,0.2,0.05,0.85,X
6,20,0.15,0.15,0.19,0.04,0.85,MAX
6,20,0.15,0.15,0.1,0.05,0.95,T50
6,20,0.15,0.15,0.17,0.02,0.9,MS
6,20,0.15,0.15,0.06,0.09,0.9,HDy
6,20,0.15,0.15,0.08,0.07,0.9,DyS
6,20,0.15,0.15,0.17,0.02,0.9,SORD
6,20,0.15,0.15,0.28,0.13,0.9,SMM
7,20,0.15,0.15,0.2,0.05,0.95,CC
7,20,0.15,0.15,0.1,0.05,0.95,ACC
7,20,0.15,0.15,0.3,0.15,0.85,PCC
7,20,0.15,0.15,0.22,0.07,0.95,PACC
7,20,0.15,0.15,0.14,0.01,1.0,X
7,20,0.15,0.15,0.13,0.02,0.95,MAX
7,20,0.15,0.15,0.1,0.05,0.95,T50
7,20,0.15,0.15,0.12,0.03,0.95,MS
7,20,0.15,0.15,0.11,0.04,0.95,HDy
7,20,0.15,0.15,0.09,0.06,0.95,DyS
7,20,0.15,0.15,0.12,0.03,0.95,SORD
7,20,0.15,0.15,0.22,0.07,0.95,SMM
8,20,0.15,0.15,0.3,0.15,0.85,CC
8,20,0.15,0.15,0.22,0.07,0.9,ACC
8,20,0.15,0.15,0.35,0.2,0.8,PCC
8,20,0.15,0.15,0.28,0.13,0.85,PACC
8,20,0.15,0.15,0.14,0.01,0.9,X
8,20,0.15,0.15,0.19,0.04,0.95,MAX
8,20,0.15,0.15,0.1,0.05,0.95,T50
8,20,0.15,0.15,0.16,0.01,0.9,MS
8,20,0.15,0.15,0.09,0.06,0.9,HDy
8,20,0.15,0.15,0.09,0.06,0.9,DyS
8,20,0.15,0.15,0.16,0.01,0.9,SORD
8,20,0.15,0.15,0.28,0.13,0.85,SMM
9,20,0.15,0.15,0.3,0.15,0.85,CC
9,20,0.15,0.15,0.22,0.07,0.95,ACC
9,20,0.15,0.15,0.33,0.18,0.8,PCC
9,20,0.15,0.15,0.26,0.11,0.9,PACC
9,20,0.15,0.15,0.26,0.11,0.9,X
9,20,0.15,0.15,0.25,0.1,0.9,MAX
9,20,0.15,0.15,0.1,0.05,0.95,T50
9,20,0.15,0.15,0.13,0.02,1.0,MS
9,20,0.15,0.15,0.13,0.02,1.0,HDy
9,20,0.15,0.15,0.12,0.03,1.0,DyS
9,20,0.15,0.15,0.13,0.02,1.0,SORD
9,20,0.15,0.15,0.26,0.11,0.9,SMM
10,20,0.15,0.15,0.25,0.1,0.9,CC
10,20,0.15,0.15,0.16,0.01,1.0,ACC
10,20,0.15,0.15,0.29,0.14,0.85,PCC
10,20,0.15,0.15,0.2,0.05,0.95,PACC
10,20,0.15,0.15,0.08,0.07,0.95,X
10,20,0.15,0.15,0.07,0.08,0.95,MAX
10,20,0.15,0.15,0.06,0.09,0.95,MS
10,20,0.15,0.15,0.03,0.12,0.85,HDy
10,20,0.15,0.15,0.02,0.13,0.85,DyS
10,20,0.15,0.15,0.07,0.08,0.95,SORD
10,20,0.15,0.15,0.2,0.05,0.95,SMM
1,20,0.2,0.2,0.2,0.0,1.0,CC
1,20,0.2,0.2,0.1,0.1,0.9,ACC
1,20,0.2,0.2,0.29,0.09,0.95,PCC
1,20,0.2,0.2,0.2,0.0,1.0,PACC
1,20,0.2,0.2,0.08,0.12,0.9,X
1,20,0.2,0.2,0.07,0.13,0.9,MAX
1,20,0.2,0.2,0.1,0.1,0.9,T50
1,20,0.2,0.2,0.07,0.13,0.9,MS
1,20,0.2,0.2,0.06,0.14,0.85,HDy
1,20,0.2,0.2,0.05,0.15,0.85,DyS
1,20,0.2,0.2,0.08,0.12,0.9,SORD
1,20,0.2,0.2,0.2,0.0,1.0,SMM
2,20,0.2,0.2,0.3,0.1,0.9,CC
2,20,0.2,0.2,0.22,0.02,1.0,ACC
2,20,0.2,0.2,0.39,0.19,0.8,PCC
2,20,0.2,0.2,0.33,0.13,0.85,PACC
2,20,0.2,0.2,0.2,0.0,1.0,X
2,20,0.2,0.2,0.25,0.05,0.95,MAX
2,20,0.2,0.2,0.29,0.09,0.9,T50
2,20,0.2,0.2,0.24,0.04,0.95,MS
2,20,0.2,0.2,0.28,0.08,0.9,HDy
2,20,0.2,0.2,0.22,0.02,1.0,DyS
2,20,0.2,0.2,0.24,0.04,1.0,SORD
2,20,0.2,0.2,0.34,0.14,0.85,SMM
3,20,0.2,0.2,0.3,0.1,0.9,CC
3,20,0.2,0.2,0.22,0.02,0.9,ACC
3,20,0.2,0.2,0.37,0.17,0.8,PCC
3,20,0.2,0.2,0.3,0.1,0.9,PACC
3,20,0.2,0.2,0.2,0.0,0.9,X
3,20,0.2,0.2,0.25,0.05,0.95,MAX
3,20,0.2,0.2,0.29,0.09,0.9,T50
3,20,0.2,0.2,0.23,0.03,0.9,MS
3,20,0.2,0.2,0.21,0.01,0.9,HDy
3,20,0.2,0.2,0.2,0.0,0.9,DyS
3,20,0.2,0.2,0.23,0.03,0.9,SORD
3,20,0.2,0.2,0.31,0.11,0.85,SMM
4,20,0.2,0.2,0.25,0.05,0.95,CC
4,20,0.2,0.2,0.16,0.04,0.95,ACC
4,20,0.2,0.2,0.3,0.1,0.9,PCC
4,20,0.2,0.2,0.22,0.02,0.95,PACC
4,20,0.2,0.2,0.2,0.0,1.0,X
4,20,0.2,0.2,0.19,0.01,1.0,MAX
4,20,0.2,0.2,0.2,0.0,1.0,T50
4,20,0.2,0.2,0.15,0.05,0.95,MS
4,20,0.2,0.2,0.21,0.01,1.0,HDy
4,20,0.2,0.2,0.2,0.0,1.0,DyS
4,20,0.2,0.2,0.16,0.04,1.0,SORD
4,20,0.2,0.2,0.22,0.02,0.95,SMM
5,20,0.2,0.2,0.45,0.25,0.75,CC
5,20,0.2,0.2,0.4,0.2,0.8,ACC
5,20,0.2,0.2,0.43,0.23,0.8,PCC
5,20,0.2,0.2,0.38,0.18,0.75,PACC
5,20,0.2,0.2,0.38,0.18,0.75,X
5,20,0.2,0.2,0.43,0.23,0.8,MAX
5,20,0.2,0.2,0.2,0.0,0.9,T50
5,20,0.2,0.2,0.32,0.12,0.8,MS
5,20,0.2,0.2,0.35,0.15,0.75,HDy
5,20,0.2,0.2,0.35,0.15,0.75,DyS
5,20,0.2,0.2,0.33,0.13,0.8,SORD
5,20,0.2,0.2,0.39,0.19,0.75,SMM
6,20,0.2,0.2,0.25,0.05,0.95,CC
6,20,0.2,0.2,0.16,0.04,0.95,ACC
6,20,0.2,0.2,0.38,0.18,0.85,PCC
6,20,0.2,0.2,0.31,0.11,0.85,PACC
6,20,0.2,0.2,0.14,0.06,0.95,X
6,20,0.2,0.2,0.19,0.01,1.0,MAX
6,20,0.2,0.2,0.39,0.19,0.8,T50
6,20,0.2,0.2,0.2,0.0,1.0,MS
6,20,0.2,0.2,0.25,0.05,0.95,HDy
6,20,0.2,0.2,0.23,0.03,1.0,DyS
6,20,0.2,0.2,0.19,0.01,0.95,SORD
6,20,0.2,0.2,0.32,0.12,0.85,SMM
7,20,0.2,0.2,0.4,0.2,0.8,CC
7,20,0.2,0.2,0.34,0.14,0.85,ACC
7,20,0.2,0.2,0.41,0.21,0.75,PCC
7,20,0.2,0.2,0.35,0.15,0.85,PACC
7,20,0.2,0.2,0.32,0.12,0.85,X
7,20,0.2,0.2,0.37,0.17,0.85,MAX
7,20,0.2,0.2,0.29,0.09,0.9,T50
7,20,0.2,0.2,0.29,0.09,0.9,MS
7,20,0.2,0.2,0.26,0.06,0.9,HDy
7,20,0.2,0.2,0.26,0.06,0.9,DyS
7,20,0.2,0.2,0.3,0.1,0.9,SORD
7,20,0.2,0.2,0.36,0.16,0.85,SMM
8,20,0.2,0.2,0.45,0.25,0.75,CC
8,20,0.2,0.2,0.4,0.2,0.8,ACC
8,20,0.2,0.2,0.4,0.2,0.8,PCC
8,20,0.2,0.2,0.33,0.13,0.85,PACC
8,20,0.2,0.2,0.32,0.12,0.85,X
8,20,0.2,0.2,0.37,0.17,0.85,MAX
8,20,0.2,0.2,0.2,0.0,0.9,T50
8,20,0.2,0.2,0.26,0.06,0.95,MS
8,20,0.2,0.2,0.25,0.05,0.95,HDy
8,20,0.2,0.2,0.28,0.08,0.9,DyS
8,20,0.2,0.2,0.26,0.06,0.9,SORD
8,20,0.2,0.2,0.34,0.14,0.85,SMM
9,20,0.2,0.2,0.4,0.2,0.8,CC
9,20,0.2,0.2,0.34,0.14,0.8,ACC
9,20,0.2,0.2,0.39,0.19,0.8,PCC
9,20,0.2,0.2,0.33,0.13,0.8,PACC
9,20,0.2,0.2,0.32,0.12,0.8,X
9,20,0.2,0.2,0.31,0.11,0.8,MAX
9,20,0.2,0.2,0.1,0.1,0.9,T50
9,20,0.2,0.2,0.23,0.03,0.85,MS
9,20,0.2,0.2,0.19,0.01,0.95,HDy
9,20,0.2,0.2,0.19,0.01,0.95,DyS
9,20,0.2,0.2,0.23,0.03,0.85,SORD
9,20,0.2,0.2,0.34,0.14,0.8,SMM
10,20,0.2,0.2,0.35,0.15,0.85,CC
10,20,0.2,0.2,0.28,0.08,0.9,ACC
10,20,0.2,0.2,0.39,0.19,0.85,PCC
10,20,0.2,0.2,0.32,0.12,0.9,PACC
10,20,0.2,0.2,0.26,0.06,0.9,X
10,20,0.2,0.2,0.31,0.11,0.9,MAX
10,20,0.2,0.2,0.2,0.0,0.9,T50
10,20,0.2,0.2,0.23,0.03,0.95,MS
10,20,0.2,0.2,0.15,0.05,0.85,HDy
10,20,0.2,0.2,0.16,0.04,0.85,DyS
10,20,0.2,0.2,0.22,0.02,0.95,SORD
10,20,0.2,0.2,0.33,0.13,0.9,SMM
1,20,0.25,0.25,0.35,0.1,0.9,CC
1,20,0.25,0.25,0.28,0.03,0.95,ACC
1,20,0.25,0.25,0.37,0.12,0.85,PCC
1,20,0.25,0.25,0.3,0.05,0.95,PACC
1,20,0.25,0.25,0.26,0.01,0.95,X
1,20,0.25,0.25,0.25,0.0,0.9,MAX
1,20,0.25,0.25,0.29,0.04,0.95,T50
